is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
Yes,548095.1998,1189.28,1.646751853,4,189.52,21.64,9.03,49.63,5.55,97.73,2.48,6.36,10,8.66,No,White,No,1,14,447804.7348
Yes,316639.2276,708.42,3.085603707,3,318.42,47.05,7.12,12.94,18.67,98.52,1.24,4.08,0.52,5.48,Yes,Green,No,1,12,367439.6505
Yes,299895.4757,1410.81,2.004889378,2,373.51,7.18,8.48,63.51,0.19,94.5,1.38,6.08,9.66,4.22,No,Red,Yes,1,21,234377.5537
Yes,389326.1707,1484.56,1.985704141,2,393.27,8.45,6.69,76.69,12.25,93.59,1.3,3.78,6.65,6.09,Yes,Blue,Yes,1,12,244088.006
Yes,421852.2768,1584.58,3.362106368,5,536.1,15.3,7.45,18.74,3.11,86.05,1.32,5.85,9.87,7.07,Yes,Red,No,2,19,728401.0235
Yes,674874.6858,1420.97,2.593023666,3,888.93,47.68,9.17,28.61,9.92,89.75,0.64,9.72,4.57,9.36,Yes,White,No,1,10,931933.1905
Yes,523778.007,1443.95,3.820196359,5,855.02,48.82,9.67,83.55,34.74,85.34,1.1,6.93,4.17,7.84,Yes,Green,Yes,1,9,631379.7313
Yes,309724.8098,1432.99,2.512121998,3,292.24,3.2,10,42.01,3.46,99.34,1.73,6.58,10,8.93,No,Red,No,1,14,360228.8941
Yes,323956.1211,1067.19,2.983635419,3,186.29,53,4.29,43.61,9.85,98.48,2.1,4.22,7.77,9.21,No,Red,No,1,19,220842.5457
Yes,306739.1784,1857.6,1.051511811,2,451.37,37.19,5.01,18.55,27.19,97.58,1.83,2.69,1.26,3.12,Yes,Blue,No,1,12,184553.6764
Yes,655655.4963,1410.69,2.905266983,4,798.17,30.22,9.29,101.07,36.15,93.5,1.71,7.34,7.5,7.25,No,White,No,1,13,470612.8211
Yes,306219.2514,769.33,2.403045245,2,294.5,58.99,5.88,26.16,29.32,96.28,1.09,4.68,3.03,2.2,No,White,No,2,30,155473.9105
Yes,330874.5842,707.95,4.077449113,2,1040.66,10.21,10,15.09,43.84,99.9,1.38,6.47,10,6.18,No,White,No,1,19,411892.3406
Yes,314074.2013,984.21,2.5548594,3,120.1,49.07,6.46,81.28,33.98,90.17,1.86,3.27,5.32,8.26,Yes,Red,No,1,17,227862.2101
Yes,837806.1976,1619.5,3.808870462,4,362.7,27.31,9.73,40.47,8.74,99.9,0.85,10,5.04,5.38,No,White,No,1,23,700466.1435
Yes,633745.5071,1992.7,3.575764462,4,761.17,40.6,8.31,30.25,15.69,93.29,1.37,8.85,6.08,6.2,No,Blue,No,2,13,713021.6051
Yes,358206.1419,1230.8,2.769684253,2,808.78,31.3,4.37,44.78,13.14,89.02,1.79,3.85,5.77,4.8,No,Yellow,No,1,21,300361.3558
Yes,386431.0385,805.83,3.071496842,4,102.44,32.2,9.12,0.5,19.11,96.6,1.43,7.46,6.66,3.88,No,Green,No,1,7,354845.6946
Yes,386724.8723,1084.97,3.78236873,2,730.03,58.38,5.88,61.15,26.1,94.97,1.17,5.55,7.27,5.28,No,Red,No,2,22,564549.043
Yes,802252.6132,2128.95,4.200452064,4,178.68,15.65,10,3.98,2.71,95.72,1.9,6.24,9.38,6.47,No,Green,No,1,7,685933.2478
Yes,680753.3382,1652.65,3.22622139,3,876.22,55.78,7.9,80.3,1.24,80.61,0.81,6.11,3.72,2.22,Yes,Blue,No,1,7,478164.2895
Yes,305869.2898,2027.73,2.00030168,4,468.29,0.98,6.94,46.27,30.58,90.72,1.9,5.34,8.98,9.33,No,Blue,No,2,41,417510.9901
Yes,397238.4498,1653.32,1.949173314,3,294.97,52.73,7.55,61.87,22.17,90.55,1.47,5.2,6.84,5.05,No,Red,No,1,11,329628.8688
Yes,532866.3387,930.27,2.9279709290000002,6,662.21,24.97,7.81,37.75,19.37,99.9,1.04,6.83,4.28,5.39,No,White,No,1,12,561212.0656
Yes,376634.7659,550,1.834315472,4,445.65,22.81,6.74,42.79,8.33,95.27,0.89,3.43,1.14,5.56,No,White,Yes,1,7,320513.2967
Yes,460878.5145,826.87,2.960604077,4,578.59,1.75,6.83,16.14,31.39,96.75,1.51,5.49,4.58,6.11,No,Blue,No,1,12,271890.3708
Yes,726744.0329,1878.22,4.754927429,5,697.57,4.85,10,62.37,9.44,94.03,1.73,8.48,8.53,7.43,No,Red,No,1,8,813276.7068
Yes,654180.6485,1460.44,2.555357801,4,169.38,35.64,10,61.51,2.86,89.93,1.07,8.99,10,8.42,Yes,Blue,No,1,6,412197.5262
Yes,449874.4741,1381.99,3.099340104,4,401.84,58.52,5.05,18.78,19.93,88.59,1.96,6.6,6.39,10,Yes,Blue,No,2,19,469822.4241
Yes,450706.0897,1035.3,3.57568234,4,501.63,49.55,7.84,25.39,21.03,91.68,0.42,4.33,8.37,6.06,No,Yellow,No,1,13,413299.3749
Yes,351914.018,1520.43,2.552308477,4,659.84,37.87,6.24,19.06,18.03,99.9,0.93,7.44,5.85,8.3,No,Blue,Yes,1,13,654701.6367
Yes,365678.5358,770.63,2.704900449,4,646.07,29.63,7.58,21.15,19.75,92.74,1.18,6.88,7.85,5.44,No,Blue,Yes,1,3,311082.4366
Yes,448702.2285,1010.79,2.647702101,2,387.45,23.3,9.77,84.68,16.65,94.29,1.31,5.62,9.23,7.14,No,Green,No,2,54,361783.19
Yes,312188.8318,550,3.063321267,3,27,2.59,6.08,11.67,2.95,99.9,1.83,6.19,10,4.97,No,Yellow,No,1,13,173352.8089
Yes,325744.8575,550,3.084377902,3,416.56,10.68,9.68,66.36,15.04,91.44,1.27,6.06,4.1,4.6,Yes,Green,No,2,16,281499.3123
Yes,301953.5935,1411.35,1,3,536.63,46.86,8.51,46.74,39.78,97.16,1.46,2.33,1.34,4.24,No,Green,No,2,14,247314.3062
Yes,482163.9382,2130.18,2.93334629,4,24.65,49.58,10,11.66,3.59,89.17,1.17,8.99,4.24,7.72,No,Red,No,1,-6,950519.9398
Yes,436761.9441,1038.38,1,4,772.65,9.44,9.1,1.75,27.76,87.43,0.8,8.85,5.49,8.42,Yes,White,Yes,1,16,459321.4361
Yes,304631.685,696.5,3.160257716,2,681.04,32.57,5.11,32.07,9.61,88.69,1.82,5.27,8.12,5.85,No,White,No,1,2,348814.7384
Yes,342368.1851,843.07,1.17062171,4,479.18,16.36,3.95,6.4,2.38,92.7,1.17,4.56,6.09,6.31,No,Green,No,1,25,295135.8578
Yes,615051.4825,1735.95,4.189773099,3,1103.33,7.99,7.75,69.93,19.99,91.61,1.2,5.3,3.6,4.41,No,White,Yes,1,18,708378.4708
Yes,419123.8418,1025.38,2.402277253,5,624.94,19.95,6.68,26.39,3.32,99.52,1.17,8.46,4.28,4.19,No,Green,No,1,23,672945.6715
Yes,374107.3985,1883.16,3.399396856,2,84.5,10.83,5.87,48.97,4.14,98.74,1.78,6.63,7.72,7.65,No,Red,Yes,1,12,473083.472
Yes,317686.7158,1552.76,2.965501402,3,781.32,36.57,7.49,6.2,4.56,89.28,1.27,6.87,5.82,9.7,No,White,Yes,2,24,496563.707
Yes,348826.7801,1254.64,3.814208481,2,483.97,10.07,6.85,22.78,16.21,94.79,1.08,8.67,9.37,7.92,No,White,Yes,1,4,349963.7862
Yes,281655.736,550,3.49645455,4,1103.13,33.7,5.31,39.97,1.25,94.73,1.98,2.99,9.72,6.06,Yes,White,No,1,5,310980.7771
Yes,448231.5409,1588.03,2.43644941,3,124.47,5.1,10,32.94,10.23,99.9,1.71,6.64,2.86,4.17,Yes,Blue,Yes,1,24,522687.9463
Yes,739816.9259,2097.51,4.41833102,3,882.41,18.33,9.18,7.47,24.52,99.9,1,7.55,10,7.68,No,Green,No,1,8,595778.2723
Yes,306129.5946,1312.27,3.509860677,2,683.85,28.05,6,86.38,3.18,95.61,1.53,5.38,1.8,2.91,No,Green,Yes,1,9,479908.5729
Yes,450177.8117,1624.02,2.092767281,3,347.64,9.1,7.8,67.38,15.4,90.63,2.21,5.19,5.67,7.54,No,Blue,No,2,19,430769.0248
Yes,404300.6422,1479.88,1.073951299,4,732.06,27.75,8.7,48.64,2.82,90.55,2.3,7.4,10,7.75,No,Blue,Yes,1,14,433972.6782
Yes,341148.4504,833.44,1.648107467,3,80.76,51.76,5.44,47.19,6.16,99.9,1.52,6.57,8.29,7.11,No,Yellow,No,1,13,209517.8884
Yes,403001.0933,1496.53,1,5,249.92,17.41,6.9,12.95,28.46,87.78,1.73,5.63,5.41,4.13,No,White,No,1,17,456520.3289
Yes,280797.6486,594.02,2.430650909,3,673.19,31.53,4.79,71.99,6.3,93.7,1.29,4.03,1.93,5.29,No,Red,No,1,11,281893.7416
Yes,407852.18,1489.29,3.347582506,3,489.36,21.6,7.43,40.28,6.9,99.9,0.71,7.17,2.6,4.8,No,Red,Yes,1,11,574896.4722
Yes,432917.1193,1198.23,1.858242636,4,570.11,31.39,5.76,36.2,13,85.63,1.01,6.47,1.61,5.42,No,White,No,1,28,338412.9055
Yes,446784.2967,1591.04,2.806040599,3,437,33.29,9.4,59.34,4.36,88.13,1.83,7.45,4.9,7.76,No,Red,No,1,13,376414.6831
Yes,328246.596,1546.52,2.451480384,3,1163.94,39.93,9.04,50.75,4.53,92.57,1.43,6.25,5.64,10,No,Red,No,1,18,390662.0639
Yes,463631.9513,1275.86,1.408279007,4,509.48,32.84,8.46,27.2,11.97,99.52,1.78,7.68,7.28,9.37,No,White,No,1,18,315186.6074
Yes,446973.9053,1885.58,2.716540012,2,11.95,2.94,9.82,10.71,23.91,88.08,1.56,8.57,8.67,6.28,Yes,Blue,Yes,1,13,369071.5378
Yes,461624.9916,1227.87,3.898936682,5,687.69,4.82,10,67.44,12.36,98.39,0.82,8.82,10,10,No,White,No,1,14,735828.2472
Yes,443389.278,1236.55,1.878664351,3,305.73,41.27,8.96,87.29,5.26,96.03,2.26,7.64,6.8,7.4,No,Blue,Yes,1,7,315676.3607
Yes,482633.7756,1517.06,4.031468858,3,358.89,54.34,6.98,34.09,4.52,99.9,2.19,8.58,5.32,5.18,Yes,Red,No,2,20,487666.5675
Yes,485272.1414,1909.91,2.342434738,5,624.88,23.62,7.3,57.97,20.02,98.82,2.09,9.72,6.62,6.75,No,Green,Yes,1,16,503804.0208
Yes,301554.775,746.96,2.872853296,2,335.93,26.65,2.76,17.1,5.4,87.14,1.86,2.94,4.91,6,Yes,Red,Yes,1,14,268979.6668
Yes,453280.3186,2670.46,1,4,677.61,22.08,5.97,78.43,5.65,92.94,1.02,4.93,1.36,3.08,Yes,Yellow,Yes,1,8,423431.9405
Yes,559270.6017,927.23,3.076841003,5,675.93,16.65,8.27,31.76,6.73,95.29,1.42,7.94,10,5.11,No,Red,Yes,1,11,716620.3418
Yes,484526.5342,1682.91,1.951373251,4,362.53,8.53,9.46,99.33,8.77,90.74,1.38,3.61,4.48,2.99,Yes,White,No,1,24,364045.8181
Yes,403181.998,859.22,2.852049712,4,933.22,32.85,6.8,28.73,0.68,98.04,2.14,6.85,7.23,4.52,Yes,White,No,1,5,307951.4
Yes,361972.9183,1044.36,1,4,604.53,44.41,7.28,37.46,9.71,91.29,1.04,4.46,5.37,5.82,No,Yellow,No,1,12,253054.2148
Yes,409661.7901,1427.49,2.126220956,4,655.98,8.02,9.63,43.87,11.41,96.88,1.04,8.07,10,8.93,Yes,Red,Yes,1,16,409973.977
Yes,435836.4462,839.29,1.450624127,5,787.77,20.54,8.5,69.04,36.28,92.94,0.53,5.91,10,9.27,Yes,Blue,No,1,15,406615.1874
Yes,418375.5412,1463.53,2.115885049,3,810.13,31.02,3.88,55.85,10.79,88.99,0.9,9.19,10,7.98,Yes,White,Yes,1,24,359181.5114
Yes,325228.2416,611.55,2.680082585,3,846.64,35.99,4.26,145.4,51.3,99.9,1.94,4.57,5.04,8.3,Yes,Red,No,1,20,252792.5487
Yes,464838.8622,1087.46,1,5,700.07,44.97,8.68,85.13,8.04,96.55,1.89,6.84,4.67,4.89,Yes,Blue,Yes,1,17,307985.2589
Yes,363773.783,985.05,2.476443205,3,724.3,59.09,5.53,40.17,16.39,95.04,1.52,5.93,6.43,8.43,No,Red,Yes,1,17,345055.5344
Yes,465801.97120000003,645.31,3.831097406,4,554.56,39,8.88,26.36,5.85,90.34,1.34,6.64,9.56,7.84,No,White,No,1,6,429435.9439
Yes,495983.2214,767.25,1,5,25.4,21.67,7.63,56.11,18.14,94.33,1.98,4.4,8.7,4.66,Yes,Blue,Yes,1,13,388230.8962
Yes,332929.6403,932.28,1.129672446,4,432.85,42.17,3.76,125.96,7.04,90.84,1.78,6.89,10,6.49,No,White,No,1,9,296122.4508
Yes,489802.9489,1039.35,2.448497659,3,650.54,8.56,7.07,10.92,4.75,86.62,1.33,3.39,7.35,7.31,No,White,No,1,10,387538.7079
Yes,822630.8227,1809.96,2.46115053,6,826.48,39.12,7.23,67.94,8.12,93.36,1.37,8.07,9,4.93,No,Red,Yes,1,21,657827.0912
Yes,383769.6262,1765.4,1.93449809,3,253.74,40.56,7.43,49.43,17.42,99.9,2.33,7,3.62,5.78,Yes,Red,Yes,1,5,380183.9376
Yes,633126.1762,1575.45,2.473301495,3,418.74,20.99,6.02,15.33,13.63,87.91,0.99,7.49,5.8,2.39,No,Blue,No,1,3,562966.6891
Yes,539096.1489,1551.28,2.563582951,4,443.14,47.68,8.93,3.39,6.16,94.93,2.18,6.58,3.67,6.45,No,White,No,1,7,396006.4445
Yes,354263.9805,661.87,3.467670295,4,752.58,44.14,4.69,26.02,17.95,98.94,0.45,5.14,10,9.21,No,Yellow,No,1,18,379490.2825
Yes,281771.1895,1534.65,1.064910534,3,1016.86,31.14,7.95,41.16,9.93,96.3,1.82,6.86,3.38,7.54,No,Yellow,Yes,1,15,251874.8245
Yes,314442.0345,1538.81,4.731176421,2,624.72,17.4,8.12,42.38,13.5,96.73,1.55,7.22,9.12,8.4,No,Red,Yes,1,18,440634.7062
Yes,297271.0176,862.47,2.493079184,4,443.15,39,5.03,46.08,22.67,89.95,2.03,8.02,5.65,6.5,No,Yellow,Yes,1,14,369756.7116
Yes,292651.1657,587.88,3.642300661,3,421.5,47.85,5.32,65.7,8.49,90.19,2.25,4.57,0.66,2.92,No,Red,Yes,1,7,301890.1958
Yes,371438.5382,550,1.915741684,4,262.5,66.56,5.59,13.19,22.56,96.38,1.25,3.8,5.32,5.14,No,White,No,1,15,210191.7816
Yes,377092.29,550,2.266691686,5,190.27,59.38,10,32.31,1.09,97.83,1.25,5.48,9.69,6.73,No,Red,No,1,17,472388.0923
Yes,280494.9248,1195.22,2.379637518,4,914.73,43.56,5.8,12.18,24.26,93.12,2.19,5.34,7.52,5.14,No,Yellow,No,1,22,332149.9444
Yes,629971.2026,1545.13,3.611388515,4,163.93,55.25,8.9,24.35,25.07,98.78,0.98,10,9.5,6.65,No,Green,No,1,19,679568.774
Yes,419226.7295,1126.88,1.691232305,3,815.71,13.18,6.82,66.91,41.22,99.9,1.27,5.79,2.77,5.02,No,Green,No,1,12,284735.4916
Yes,294473.2071,1701.13,1,4,802.55,46.04,6.85,19.85,20.53,99.9,1.57,7.4,2.35,7.6,No,Blue,No,1,17,408506.9672
Yes,384306.2272,1856.44,2.395468818,2,309.01,29.04,5.71,23.68,18.85,95.96,0.98,5.31,5.4,5.39,Yes,Green,No,1,16,314891.9608
Yes,301419.9178,873.55,1.150033892,3,481.13,60.73,4.68,10.23,12.46,96.94,1.76,5.06,8.57,5.8,No,White,No,1,16,377162.1303
Yes,315149.8746,846.32,1,3,411.26,50.98,5.03,16.75,0.44,93.25,1.26,4.16,8.23,5.62,Yes,Green,No,1,9,221033.9943
Yes,307138.8735,1005.4,2.572070549,2,382.25,2.75,5.47,90.73,3.22,86.84,1.14,3.99,10,7.12,Yes,White,No,1,12,168211.8473
Yes,293998.622,1063,3.121124516,4,224.74,57.09,4.52,68.02,6.99,88.11,1.7,5.74,0.8,6.06,Yes,Red,No,1,4,400619.3137
Yes,326446.5612,550,1.773929937,3,452.68,15.59,5.42,4.33,26.27,86.83,2.22,2.51,6.31,9.22,No,Red,No,1,21,204650.7395
Yes,340481.7284,1198.32,4.021616606,4,718.68,19.87,7,41.05,23.14,99.58,1.93,8.06,5.36,8.55,No,Blue,No,1,20,744935.5279
Yes,340979.9018,661.11,2.775331157,4,400.51,44.34,8.26,13.16,13.2,92.13,0.36,4.09,3.88,7.05,No,Blue,Yes,2,18,289175.2005
Yes,282835.0753,1791.41,1,5,584.62,45.68,7.49,80.21,11.7,93.87,1.84,5.24,7.56,5.44,No,Red,No,1,18,642660.1731
Yes,447821.6703,1637.2,1,3,332.56,14.58,7.01,60.88,4.85,92.75,1.39,3.12,1.5,5.63,No,Yellow,No,1,12,263026.312
Yes,449192.4444,1055.31,2.411380714,5,203.97,53.58,10,86.51,12.19,89.73,1.34,2.72,8.25,6.69,Yes,Yellow,No,1,26,305598.0718
Yes,334203.7175,945.19,1,4,266.94,7.87,6.99,32.67,15.37,97.37,0.96,5.1,8.95,7.42,No,Yellow,No,1,21,224786.7481
Yes,574881.728,1680.2,1.02652526,4,1082.68,4.08,9.18,4.19,15.27,89.69,1.19,7.52,6.18,7.22,No,Red,Yes,1,12,671772.4062
Yes,303786.0932,1651.12,1,2,636.95,34.46,5.98,25.21,0.96,91.49,1.53,8.34,7.1,5.97,Yes,Yellow,No,1,9,343152.4008
Yes,282926.7594,1524.87,1,3,490.03,52.56,6.46,79.78,9.63,95.24,1.94,5.52,7.62,6.72,Yes,Green,No,1,8,186135.1353
Yes,514357.4585,1528.82,3.637801014,3,377.02,21.15,9.83,19.88,23.76,92.05,0.17,7.05,4.62,6.53,No,Green,Yes,2,47,450139.0652
Yes,344911.5591,1090.36,2.563796733,4,178.33,10.7,8.53,15.44,11.13,92.35,2.07,2.68,8.96,8.4,Yes,White,Yes,1,7,406840.1694
Yes,470823.9488,1375.85,1.458095606,4,586.85,25.38,8.25,60.77,2.98,92.71,1.53,5.43,10,8.96,No,White,No,2,16,665018.5383
Yes,451640.8314,1616.97,3.167565509,4,418.23,19.05,5.79,79.66,1.12,97.52,2.69,3.97,3.49,6.33,No,Blue,No,1,17,476373.9145
Yes,386734.8426,1302.08,3.287337664,3,520.44,32.03,8.26,19.48,18.01,89.41,1.79,7.86,10,7.66,No,Green,No,1,17,318276.4491
Yes,618137.5992,1662.42,3.101809831,4,890.84,51.46,8.95,32.28,8.06,99.9,1.49,5.62,7.67,7.18,No,Yellow,No,1,14,494571.7134
Yes,697158.4458,1739.49,2.776479404,2,637.75,52.17,7.9,51.77,3.82,99.9,1.04,6.6,10,7.46,No,Red,No,2,33,450220.1592
Yes,509492.6003,1212.97,1.828237036,4,663.54,8.45,7.82,26.2,20.71,95.62,1.02,7.63,2.93,4.83,Yes,Yellow,Yes,2,27,652068.429
Yes,497692.5176,2137.72,1.698082102,3,274.36,11.07,8.32,0.39,10.32,88.29,0.05,5.42,6.07,4.57,No,Yellow,Yes,1,20,635654.2167
Yes,620383.6814,1233.62,3.6193362589999998,4,318.84,9.99,8.52,7.77,4.66,82.77,1.23,7.97,8.69,8.94,Yes,Blue,Yes,1,19,784418.0475
Yes,334205.9996,779.4,1.299746027,5,416.12,40.4,6.23,81.69,21.52,86.53,0.73,3.08,7.1,4.52,No,Green,Yes,1,13,398492.6177
Yes,295144.8944,550,1.945633121,4,241.56,24.63,5.47,75.28,16.22,95.57,1.73,4.58,2.93,4.98,No,Red,Yes,2,11,249133.379
Yes,289915.2581,662.53,2.159927669,2,26.01,46.56,7.5,8.74,19.9,99.9,0.61,7.49,6.55,8.34,No,Red,Yes,1,26,181634.651
Yes,436066.8884,1305.92,1,5,427.58,21.84,7.99,55.74,6.17,94.18,2.25,6.94,6.97,6.87,No,Green,No,1,20,318225.4129
Yes,356729.1921,897.36,1.574193979,4,178.94,32.59,7.02,44.53,9.15,96.04,2.18,6.56,3.96,2.22,No,Red,Yes,2,29,222769.8443
Yes,527307.9088,550,1.558502501,5,1021.67,23.11,5.59,19.74,31.25,90.16,2.16,5.27,7.68,4.48,No,White,No,1,30,474318.7244
Yes,427431.2759,1218.44,1.702122157,3,600.08,19.22,6.85,52.46,36.65,96.75,1.91,6.52,4.8,5.82,No,Red,Yes,1,20,415490.1067
Yes,396913.3339,1639.62,2.437237309,2,3.19,8.8,6.85,30.37,20.95,97.57,0.97,4.34,8.96,4.94,No,Yellow,Yes,1,15,444390.5746
Yes,315717.5255,1008.63,1,3,371.12,20.61,1.37,5.77,25.71,93.61,1.52,2.93,7.93,6.62,No,Yellow,Yes,1,13,228548.0198
Yes,572532.8115,1569.6,1.480978978,3,162.21,7.71,8.69,11.62,27.94,91.87,1.36,3.38,3.87,5.68,No,Red,Yes,1,17,446237.4785
Yes,480128.732,1252.22,1.061756463,3,138.55,11.34,9.57,25.29,13.2,99.9,1.72,7.35,9.43,7.88,No,Red,No,1,15,389953.1122
Yes,300740.9772,1168.86,2.429073895,2,288.52,37.34,5.84,15.84,19.61,95.18,1.3,6.55,6.3,4.48,No,Yellow,Yes,1,12,167034.1941
Yes,336980.0256,746.94,2.297286038,3,501.69,11.87,8.5,32.91,27.34,90.89,1.36,6.4,6.94,7.14,No,Green,Yes,1,-2,280558.0226
Yes,350619.7241,1596.19,1,4,735.47,0.16,9.51,22.51,10.8,96.98,1.03,5.36,7.95,9.31,Yes,Yellow,No,1,6,443263.0323
Yes,293775.3439,1128.8,1.27278784,3,319.12,25.33,4.06,72.41,52.07,93.3,1.24,3.72,10,8.15,No,Yellow,No,1,18,322022.7647
Yes,538065.9273,1009.7,2.48285994,3,770.03,32.11,7.14,62.35,17.08,92.1,0.83,8.12,0.31,4.16,Yes,Green,No,1,24,436917.2906
Yes,426242.3791,1314.1,2.685641435,4,1209.42,31.21,6.41,16.76,12.12,88.17,1.4,4.16,6.31,8,No,Red,No,1,8,479006.0791
Yes,296187.9885,1307.78,2.598814392,3,755.8,5.95,10,1.72,14.04,93.84,1.24,9.4,10,9.77,No,White,Yes,1,12,328655.7388
Yes,459906.7584,1786.01,3.381903578,4,29.69,45.67,10,25.17,22.74,98.06,1.04,7.69,10,4.72,No,Red,No,1,11,615730.1135
Yes,510530.1082,1125.23,2.879806468,4,276.16,38.18,8.43,82.42,16.28,95.88,1.67,4.91,7.94,6.95,No,Red,No,1,6,340273.6214
Yes,298185.2356,550,2.657590041,4,282.17,37.25,7.16,78.8,12.19,95.99,1.4,2.66,5.99,6.48,Yes,Yellow,No,1,8,220434.9981
Yes,528857.2625,1581.99,2.288002864,4,971.33,12.2,6.56,73.96,11.8,99.9,1.28,7.6,3.75,3.46,Yes,Green,No,1,5,588706.1492
Yes,326257.5547,560.07,1.083233099,5,428.93,25.01,7.11,53.63,19.48,99.9,1.33,2.94,6.91,5.61,No,Blue,No,1,13,260452.629
Yes,428612.4647,1472.52,3.94831851,2,416.25,44.74,5.96,80.42,26.52,91.75,2.11,7.2,8.86,5.48,No,White,No,2,26,375594.8275
Yes,434388.6594,851.92,1.334219283,3,558.47,12.62,5.08,38.99,9.45,93.55,1.22,2.03,5.77,6.44,Yes,Blue,No,2,34,347963.9645
Yes,340659.8218,1190.85,1.999828764,2,1137.73,30.75,7.22,111.7,22.38,90.98,0.13,5.55,6.87,7.01,No,Red,No,1,21,262399.431
Yes,364356.9769,1297.08,1,5,761.2,58.74,7.99,13.67,37.69,89.6,1.92,4.74,6.79,4.99,No,Yellow,No,1,19,403094.2545
Yes,283525.542,613.39,1.070282307,4,1089.55,16.23,6.45,49.28,37.04,99.46,3.25,4.63,7.67,5.11,No,Blue,Yes,1,17,195907.0547
Yes,324138.1524,550,1,1,797.71,37.65,6.53,32.96,32.42,92.23,1.15,2.93,7.04,7.23,Yes,Green,No,1,15,262887.0514
Yes,671953.585,1967.39,3.296248552,2,297.81,23.46,6.33,23.54,4.72,99.9,1.31,7.57,5.53,7.05,No,Yellow,No,2,15,584296.5703
Yes,494961.776,980.7,2.690343791,5,971.62,22.44,8.24,11.42,13.4,87.36,1.66,5.02,5.2,7.16,No,Blue,No,1,21,335832.274
Yes,405204.0367,1558.28,1.580635708,4,1044.53,8.58,9.53,27.23,4.62,87.25,1.39,7.34,9.83,9.18,Yes,Green,Yes,2,60,448783.5098
Yes,538568.7553,2054.95,2.152937118,3,734.76,55.79,8.08,64.74,3.06,93.78,1.25,10,3.94,5.96,No,Blue,Yes,1,25,594943.5152
Yes,308473.0053,2115.68,1.969607048,3,982.06,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,7.88,No,Blue,Yes,1,18,427282.1746
Yes,816228.0597,1639,3.138884105,5,261.29,37.23,10,6.98,7.17,99.9,2.08,10,7.69,5.04,No,Green,No,1,11,736854.4836
Yes,702377.449,1748.79,3.965920533,5,332.43,42.26,9.54,39.31,23.17,98.48,0.52,8.72,5.57,5.83,No,Green,Yes,1,14,536730.7882
Yes,606809.1906,1789.18,4.740971647,3,1146.37,23.52,5.67,104.26,20.6,96.63,1.43,5.79,7.94,6.65,No,Yellow,Yes,1,25,675886.9866
Yes,838651.0995,2122.41,3.772172218,3,68.76,27.2,8.84,15.19,20.23,88.68,1.16,7.15,6.91,7.96,No,Green,No,1,10,563649.7637
Yes,547127.7194,940.83,2.836441186,4,537,28.29,6.99,90.2,32.42,92.31,1.76,4.47,10,8.85,No,Red,No,1,21,600192.3138
Yes,494738.6014,1242.76,3.143951015,5,351.61,70.57,6.81,36.03,26.88,87.91,2.17,4.52,2.18,6.63,No,Blue,No,1,16,452685.4072
Yes,364932.4281,711.07,2.233267113,3,809.8,44.44,3.94,13.09,35.83,94.07,0.78,2.04,5.28,5.72,Yes,Blue,No,1,18,279970.954
Yes,504221.8113,1379.86,2.072580543,3,599.2,5.79,8.59,66.8,14.53,95.13,1.09,5.94,5.71,7.7,No,Red,No,1,13,480803.9879
Yes,412388.0148,1052.51,2.299662667,3,374.26,36.22,6.87,76.88,30.58,86.59,0.35,5,5.65,5.15,No,Green,Yes,1,12,273678.0794
Yes,451813.1003,1540.47,1,4,905.76,20.62,10,46.68,20.68,99.9,1.43,9.57,9.82,6.66,Yes,Red,No,2,40,371490.9475
Yes,342316.4267,1425.85,1.169170551,4,819.64,9.59,9.35,65.96,26.44,90.99,1.95,6.27,7.55,7.08,No,Blue,Yes,1,17,322615.6366
Yes,483033.3232,1681.9,2.420030579,4,455.82,40.26,8.36,36.77,20.5,95.97,2.03,8.41,0,1.94,No,Yellow,Yes,1,7,677917.9588
Yes,329273.5299,550,1.304654498,3,378.06,6.33,6.07,40.35,41.07,88.21,1.97,0.05,3.59,5.45,No,Yellow,Yes,1,24,199366.6899
Yes,324141.5167,1754.53,1,4,273.92,19.18,7.6,33.38,20.8,94.7,0.53,6.92,6.81,4.97,No,Red,No,1,8,510966.5371
Yes,408102.7685,1400.76,1.310996916,3,535.98,7.13,6.5,19.01,8.13,95.93,1.12,4.3,5.29,3.91,No,Blue,Yes,1,5,223043.6377
Yes,376348.9809,1103.76,3.167094449,2,562.92,50.24,4.28,9.8,3.27,95.14,1.52,5.03,3.75,6.3,Yes,White,No,1,15,261661.6213
Yes,328445.3249,879.48,3.285003421,4,663.46,27.8,8.79,10.4,6.69,99.9,1.54,4.86,4.75,7.27,No,White,No,1,14,290733.9099
Yes,404481.797,1337.46,1.912108815,3,564.81,3.33,9.31,48.93,11.61,99.41,1.72,9.77,10,8.24,No,White,Yes,1,11,365171.6204
Yes,382061.9295,1524.6,3.289399618,3,692.77,22.52,9.65,7.79,5.09,89.33,1.22,7.69,6.19,4.45,No,Red,Yes,1,12,410803.8628
