ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
3404,376579.2078,953.51,2.395610555,2,344.14,43.08,6.65,65.38,14.43,90.13,1.23,3.98,1.66,3.82,No,Yellow,No,1,16,303945.1492,0
3406,484590.9808,1175.07,3.083469021,4,175.45,26.41,8.58,44.08,11.09,95.87,0.79,4.79,10,6.6,No,Red,No,2,10,498897.58,1
3407,332189.1019,1179.79,1.753050677,3,701.7,33.95,8.67,66.06,1.61,99.73,1.18,7.78,7.88,9.04,No,Blue,Yes,1,19,437240.1396,1
3408,343291.7696,1496.13,3.009158001,4,533.45,7.99,5.82,13.48,18.91,94.21,2.8,6.72,7.73,8.55,No,Red,Yes,1,7,504701.4498,0
3409,324845.1451,550,1.911317526,3,333.86,43.69,5.56,60,2.22,99.9,1.48,3.37,6.39,8.43,No,White,Yes,1,13,282402.8688,1
3412,298393.5383,1389.32,1.932042881,4,418.03,22.56,10,43.46,5.71,98.55,1.84,5.09,4.98,8.19,No,Blue,Yes,1,6,419519.2068,1
3413,332446.69,852.64,1.938745922,5,428.46,24.87,9.93,15.62,4.32,98.23,1.52,4.7,8.69,7.89,No,Green,No,2,52,409590.6878,1
3415,353589.8626,808.5,1.911503205,3,130.41,30.98,7.27,63.87,19.49,92.23,2.28,8.12,5.17,6.05,Yes,White,No,2,38,270284.0126,1
3416,292366.4056,1469.8,3.000279792,2,516.4,29.53,9.25,25.07,23.8,99.9,1.06,9.02,7.47,8.18,No,Red,No,2,20,384927.697,1
3417,366259.8287,1196.2,1.064175982,4,136.35,31.07,10,15.11,11.92,99.9,1.62,7.95,6.02,5.88,Yes,Green,No,1,6,308736.1876,1
3420,516799.3191,1866.75,4.206168344,3,298.67,16.52,8.15,17.97,2.07,92.63,1.33,8.57,3.04,6.58,No,Yellow,No,1,17,533741.489,1
3422,323691.9893,1594.27,2.683619586,2,616.64,35.59,7.72,55.03,24.36,87.72,1.68,5.52,8.85,7.82,No,Yellow,No,2,27,239061.7804,1
3423,282404.5476,1156.97,2.01838007,4,479.93,18.81,6.7,95.71,27.87,90.25,1.7,2.82,6.59,5.65,Yes,Green,No,1,17,337875.5633,1
3424,586725.5921,1237.01,4.135385948,3,395.55,33.33,10,43.39,1.83,87.04,1.07,8.26,6.04,4.65,No,Blue,Yes,1,9,488659.2802,1
3425,567107.0582,1154.13,2.286171845,4,599.28,40.54,7.18,5.65,0.27,91.65,1.2,3.92,8.45,5.41,No,Red,Yes,1,7,387435.4081,1
3426,393907.9357,550,3.04978734,5,266.97,23.76,7.25,78.48,11.32,85.79,1.8,4.83,5.5,8.11,No,White,No,1,12,369877.9702,1
3427,709042.0325,1843.76,2.222274061,3,378.68,23.49,8.3,42.5,6.34,91.78,0.36,7.96,9.97,6.98,No,Blue,Yes,1,13,550827.9241,1
3428,297734.5705,1608.93,2.999244653,4,276.48,33.73,6.36,30.1,16.05,96.76,1.71,4.57,4.9,5.27,No,Green,No,1,12,435483.1346,0
3429,311117.3515,550,1.821488716,4,1075.76,11.65,9.67,30.91,5.49,96.61,0.98,6.06,4.64,7.2,No,Red,Yes,1,13,255853.9639,1
3432,523767.7046,1489.93,3.176080445,4,862.07,24.76,9.13,17.03,4.43,99.9,1.39,8.4,6.56,6.64,No,Yellow,Yes,1,11,538930.9587,1
3433,285671.5703,918.67,1.220667899,4,128.41,27.92,8.41,5.19,3.58,96.77,2.06,5.6,6.19,7.49,Yes,Blue,No,1,12,149426.7842,1
3435,524675.272,986.95,2.346253509,4,630.8,29.99,6.45,20.19,10,93.7,1.03,4.67,8.83,7.6,No,Green,No,1,11,772710.1675,1
3436,308965.5601,1898.58,2.233440429,2,666.38,63.09,8.9,3.51,17.52,93.81,1.48,5.25,2.37,3.56,No,Blue,No,1,20,539175.9134,1
3437,288967.6594,550,1.463550028,3,186.01,10.85,6.67,26.84,5.33,97.8,1.46,6.01,6.14,6.31,No,Blue,No,1,15,266364.5866,1
3438,426944.4873,756.23,3.229252834,4,1392.16,27.83,6.35,61.86,12.54,95.09,1.62,5.67,8.93,5.46,No,Yellow,No,1,14,408729.6267,0
3439,472522.4074,1664.02,2.690597455,2,447.75,10.45,6.93,20.57,16.33,99.9,1.91,3.88,5.56,3.06,No,Blue,Yes,2,28,312365.9291,1
3443,449851.6157,839.18,2.660031304,3,39.77,38.71,9.63,64.93,24.34,97.07,1.05,5.53,7.42,3.13,No,Green,No,1,14,331133.4232,1
3444,329232.3675,1002.7,1.207103091,4,1018.61,3.87,8.65,39.66,3.63,97.44,1.38,6.03,4.36,6.75,Yes,Yellow,Yes,2,41,228327.9146,1
3447,409291.9788,550,3.183213643,3,556.16,13,8.29,61.36,1.59,88.51,1.16,8.57,8.72,8.1,No,Red,No,2,14,360621.7399,0
3448,294636.4247,1101.3,1.875546668,2,224.69,12.71,6.04,26.64,28.46,92.66,1.11,3.48,8.41,5.66,Yes,Yellow,No,1,15,200236.3949,1
3449,459853.5182,1287.48,2.631835288,3,517.81,28.34,5.86,80.89,22.77,95.98,1.85,6.93,7.99,10,No,Blue,No,2,43,378905.4629,1
3452,368925.2699,794.9,2.097002878,3,412.11,36.09,7.61,63.66,22.13,99.9,2.4,7.67,7.15,7.16,No,Red,Yes,1,13,265888.5057,0
3453,402197.8271,1282.32,1.975623109,4,752.49,30.3,7.64,40.62,9.55,93.85,1.23,6.27,10,4.46,Yes,Red,No,1,5,374208.9413,1
3455,366239.7416,1798.59,1.47975024,3,435.48,27.94,9.22,10.45,19.22,94.94,0.84,2.84,8.4,7.85,No,Green,No,1,15,223961.103,1
3457,312782.8059,850.91,1.683958032,4,517.28,18.04,7.29,0.2,4.32,89.73,1.05,5.18,5.2,4.57,No,Yellow,No,1,13,404392.2191,1
3461,303706.2523,641.56,1.938466263,4,227.82,39.7,9.21,4.72,29.81,98.2,2.37,4.46,4.97,5.69,No,White,No,1,20,221623.5262,1
3464,405354.2239,1591.98,3.135391608,3,624.6,10.27,6.87,44.55,1.69,99.9,1.37,3.92,5.56,6.21,No,Green,No,1,14,451542.8544,1
3465,668152.1142,1061.61,3.358041787,4,117.16,14.98,6.5,70.58,3.44,99.6,1.41,7.44,8.39,6.56,Yes,Yellow,No,1,18,901265.1851,1
3469,767631.1509,619.77,5.158625711,4,626.35,15.18,6.56,48.04,12.46,89,1.14,6.9,5.36,4.89,No,Blue,No,1,4,876964.4738,1
3471,344358.9229,550,3.205325257,3,104.1,34.49,4.94,31.48,1.2,98.7,1.24,6.17,10,10,No,Red,No,1,8,245455.0531,0
3472,422939.493,1224.48,1.77555475,3,675.1,18.18,6.59,34.3,24.85,87.14,1.83,6.36,7.93,7.78,No,Red,No,1,8,428746.7501,1
3475,348788.7039,1245.36,1,4,727.46,48.94,8.16,33.55,19.67,99.9,1.86,3.69,6.36,3.65,No,Yellow,No,1,18,358004.9016,1
3476,429335.8056,684.72,1.271397969,4,783.95,49.92,7.01,14.47,14.25,88.53,0.87,4.64,3.95,10,Yes,Red,Yes,1,22,461293.6931,1
3477,680895.799,991.7,3.291201775,4,910.49,24.8,7.58,27.35,22.33,97.4,1.03,3.9,0.4,0.55,Yes,Green,No,2,6,611490.085,1
3478,339150.2321,1001.18,2.867989655,4,568.49,12.01,7.51,65.49,17.42,88.88,1.06,6.21,2.83,5.58,No,Yellow,Yes,1,15,442062.9497,1
3479,293738.7038,1389.66,1.626393405,4,616.35,17.23,9.36,18.98,11.68,99.9,0.65,6.85,3.01,7.53,No,Red,No,1,9,245298.6109,1
3480,374302.8931,839.76,1.026853842,4,138.49,47.83,8.98,6.82,8.14,91.74,1.64,6.95,10,5.18,No,White,No,1,22,210391.3352,1
3481,429467.2941,1109.72,5.772859854,3,44.17,23.55,9.12,5.89,3.17,99.9,0.84,5.35,4.78,3.44,No,Yellow,No,1,8,567715.4167,1
3483,557414.8766,1619.25,3.698881856,3,487.47,35.75,9.12,32.41,14.57,91.39,1.3,7.04,10,10,Yes,Red,No,1,18,793145.9002,1
3485,382450.2242,550,4.2893013,5,507.76,87.84,10,9.2,2.76,90.45,1.07,5.47,10,10,No,Blue,Yes,1,11,502753.5773,1
3488,461501.3745,1153.56,3.062199303,4,382.87,53.58,6.01,42.73,7.91,94.58,1.56,4.85,4.26,1.88,No,Red,Yes,1,12,266916.1598,1
3491,382919.7319,1041.4,3.181325045,3,54.97,80.06,7.51,67.24,36.56,99.9,0.81,3.43,6.2,7.48,No,Yellow,No,2,28,252309.1071,1
3492,376807.9552,1163.32,3.102700769,3,366.04,12.24,5.83,36.19,3.71,99.9,1.24,3.5,2.33,3.85,No,Red,Yes,2,38,256293.3832,1
3494,362063.8721,1304.4,3.388863787,5,721.92,31,9.39,13.6,10.5,91.37,1.53,5.56,7.52,5.8,No,Red,No,1,6,731596.2431,1
3496,504313.189,1597.54,2.996134084,3,690.35,37.72,10,19.33,12.2,88.55,1.87,7.41,6.26,7.55,Yes,Blue,No,1,18,508475.4492,1
3498,478765.379,1029.78,2.484251175,4,344.32,5.79,7.96,59.03,8.89,89.6,2.16,6.94,10,7.14,Yes,Yellow,No,1,8,319425.6758,1
3499,649144.8176,2173.66,4.245092459,3,713.77,12.95,6.8,73.17,13.58,99.9,1.31,10,8.91,7.59,No,White,No,1,23,597803.1979,1
3503,281220.2829,797.88,2.99523134,2,718.12,72.84,5.29,74.97,16.2,86.42,1.78,3.48,8.36,5.93,No,Green,No,2,44,292456.0706,1
3504,295674.2272,692.1,3.943595006,3,572.25,86.14,3.32,50.39,1.77,94.17,0.67,2.15,5.92,6.17,No,Yellow,No,1,25,503698.3513,1
3505,387011.2144,1262.8,2.361664394,2,501.86,9.49,7.64,30.81,3.55,94.82,1.38,3.36,8.46,7.07,No,Red,No,1,1,304974.5847,1
3511,362917.3377,1676.03,1.6756997,5,663.92,35.43,8,76,20.49,93.3,2.01,6.73,7.21,8.94,Yes,White,No,1,9,484611.1899,1
3516,345892.9122,1138.59,2.868346219,3,699.57,32.34,5.35,39.02,19.99,98.06,1.51,4.89,4.03,5.48,No,Red,Yes,1,18,360542.4726,1
3517,567889.104,1293.66,3.467817155,3,358.37,0.03,8.15,12.7,7.88,92.72,1.2,6.92,3.47,6.51,No,Green,No,1,19,403691.3227,1
3518,440072.279,1538.84,2.39565951,3,554.16,52.81,10,23.11,11.64,87.95,1.54,6.71,6.18,6.72,No,Red,No,1,14,598704.6675,1
3522,299649.7369,1001.99,2.596862494,2,14.7,16.42,6.2,1.51,14.1,93.17,1.3,5.54,10,10,No,Blue,No,1,8,490872.4931,1
3525,297723.341,571.47,2.761838638,4,850.65,30.14,7.64,23.54,23.56,84.7,1.12,3.06,2.34,5.11,No,Red,Yes,1,14,347907.5427,1
3526,415189.7194,550,2.8685697,5,531.24,51.66,8.91,54.05,22.17,94.94,0.58,5.36,7.41,8.08,No,Blue,No,1,29,343737.6416,1
3527,348184.7151,786.24,2.293741453,4,652.32,3.07,8.18,13.76,0.27,99.9,2.06,4.55,3.25,5.42,Yes,Yellow,Yes,1,16,340148.8335,1
3528,329593.4904,1732.87,2.089676032,3,397.48,58.97,8.36,5.7,18.48,89.32,1.43,5.06,7.36,8.57,No,Blue,No,1,21,403433.893,1
3530,413490.4371,1368,3.13882798,5,398.5,5.35,5.94,35.91,7.37,89.11,1.6,5.86,6.17,9.85,Yes,Blue,No,1,18,564757.5048,1
3531,306977.1266,835.35,1.749148388,3,482.54,24.87,7.27,14.98,12.57,99.9,1.68,4.25,9.02,8.49,No,Blue,Yes,1,15,196380.2251,1
3537,365160.8737,1705.01,2.31375477,2,514.98,19.13,4.34,59.96,22.22,87.01,1,6.16,6.7,5.35,No,Yellow,No,1,14,434479.0184,1
3538,446113.4462,889.74,1.803241274,4,674.86,23.49,7.89,22.54,5.04,90.27,1.01,5.28,5.35,5.43,Yes,Yellow,No,1,0,329489.1381,1
3539,504189.9766,1175.77,5.344262165,3,223.27,14.9,9.43,66.36,12.12,94.8,2.08,8.2,2.82,5.89,No,Blue,Yes,1,18,512290.5948,1
3540,342576.4266,1058.22,1,3,354.82,30.52,6.75,64.54,24.74,99.9,0.88,5.3,7.03,7.88,No,White,Yes,1,17,269173.0222,1
3542,423341.9493,627.24,3.888439517,3,1104.18,12.29,6.31,52.29,25.13,99.9,0.96,5.09,10,8.56,No,Green,No,1,22,374900.6761,1
3544,336400.2977,1064.72,3.089683464,4,444.14,54.88,6.74,9.04,37.17,99.9,1.65,4.96,3.33,4.94,Yes,Blue,Yes,1,11,365824.4329,1
3546,382471.2411,1181.63,1.41559203,4,512.76,59.36,5.35,42.98,0.06,91.87,1.99,4.26,5.01,6.73,No,Blue,Yes,1,13,284510.0905,1
3547,284888.1118,1136.32,1.375598264,4,379.05,46.79,10,26.16,9.91,99.5,1.44,4.46,6.75,9.17,No,Yellow,No,1,12,392510.6525,1
3548,398233.5466,1466.29,3.359698051,3,797.39,49.4,10,87.32,2.61,99.9,2,6.43,10,10,No,Red,Yes,1,9,548582.6126,1
3550,432760.687,1392.66,1,3,1007.89,6.67,5.15,60.49,29.8,91.32,1.41,3.8,6.3,7.57,No,Red,No,1,16,286713.1713,1
3552,469350.6521,1539.71,5.029666923,4,582.13,50.09,7.63,1.2,28.41,99.9,2.1,8.29,8.27,7.55,No,Yellow,Yes,1,16,796232.0828,1
3554,407186.8924,1519.25,1,3,502.67,45.85,6.9,75.78,12.03,95.02,0.65,5.5,3.27,4.12,No,Yellow,Yes,1,14,385218.3513,1
3560,348780.2029,1465.72,1.344945866,3,310.21,18.56,7.39,9.88,15.79,99.13,1.31,9.01,10,9.08,No,Red,No,1,19,457400.8199,1
3562,380930.7666,770.74,2.170610613,2,372.5,6,9.79,36.01,54.37,93.32,1.04,6.15,3.17,4.24,No,Red,Yes,1,24,214274.995,1
3563,374053.7945,1098.27,2.888874501,2,1168.45,2.53,5.62,71.17,2.44,92.33,1.19,5.65,7.65,8.12,No,White,No,1,14,287908.4525,1
3564,403526.8027,1183.73,4.311710828,2,458.72,44.62,5.96,67.29,4.28,94.9,1.86,7.53,3.82,4.67,No,White,Yes,1,20,303367.6989,1
3566,311145.2758,1083.25,2.843668219,4,134.26,17.57,10,13.14,0.87,88.76,1.1,6.25,10,7.02,No,Blue,Yes,2,35,276948.678,1
3567,454143.3559,1686.26,2.545749249,3,631.84,24.09,7.37,18.49,4.16,89.98,1.84,5.09,10,10,Yes,Red,No,1,10,371212.8715,1
3568,489551.5899,1980.79,3.440688952,3,880.1,20.51,8.36,5.58,7.72,99.9,1.25,8.78,9.79,10,Yes,Blue,Yes,2,51,595335.3288,1
3571,347052.8596,550,1.945894495,5,360.74,23.23,5.67,64,14.44,99.9,2.36,2.92,6.99,4.84,No,Green,No,1,18,276050.415,1
3572,348619.8053,1681.69,1.971240382,3,615.04,7.9,8.48,29.35,5.82,91.88,1.58,8.87,2.12,7.16,No,Green,Yes,1,-3,567828.5916,1
3575,339933.3714,838.11,4.379021126,2,599.05,5.5,10,83.72,2.03,93.94,0.84,6.62,7.79,3.71,Yes,White,No,2,26,438612.6875,1
3579,345373.5712,550,1.942805946,5,951.96,13.52,9.61,69.83,15.6,92.67,1.27,8.92,9.57,9.95,Yes,Green,No,2,17,325010.2062,1
3580,521954.8921,581.94,2.712990858,4,518.23,31.61,8.64,34.84,17.26,99.62,1.86,6.67,4.71,2.59,Yes,Red,Yes,1,10,486696.6709,1
3581,436153.2994,1035.55,1.944969623,6,187.9,74.41,10,57.28,15.3,93.69,1.32,4.12,1.54,6.17,No,Blue,No,1,3,311799.2526,1
3582,368075.5991,863.23,3.83542348,4,467.94,30.03,9.44,20.07,6.84,99.9,1.65,7.23,3.67,6.03,No,White,Yes,1,18,566984.7491,1
3587,679963.9132,1736.87,3.440438922,4,422.22,41.8,9.81,17.09,25.81,94.28,0.66,7.24,8.83,7.87,No,Green,No,1,-1,516534.8996,1
3589,517884.4598,1693.55,3.372208169,3,924.87,11.62,6.76,36.12,22.02,89.24,2.11,6.05,5,8.96,No,White,No,1,16,462818.59,0
3592,384186.1217,1740.6,2.780128646,5,980.41,15.37,8.54,59.65,2.02,93.33,1.23,8.38,10,10,No,Green,No,1,12,910172.9612,1
3593,408496.2329,1275.35,2.831218179,4,718.87,2.33,6.78,47.5,15.18,92.26,2.13,6.42,7.92,5.09,Yes,Yellow,No,1,13,534945.6514,1
3596,316375.6638,713.02,1,3,873.93,35.1,4.02,4.17,3.76,95.13,1.45,4.95,8.9,7.34,Yes,Red,No,1,23,182034.9673,1
3597,596790.302,1636.47,3.531130631,3,307.5,46.34,6.58,59.31,7.49,95.8,0.85,3.74,3.69,5.17,No,Red,No,1,12,829576.0237,1
3598,652902.385,895.52,3.5835609,4,424.22,38.5,8.74,50.65,3.98,95.16,1.85,6.51,7.37,7.98,No,Red,Yes,1,12,775333.338,1
3601,350600.5119,753.82,1.22127088,4,432.32,45.17,5.79,27.5,12.77,97.5,2.27,5.56,7.37,4.02,No,Red,No,1,6,351705.7342,1
3602,455430.4253,1357.84,1.318678599,3,784.37,47.18,6.53,4.97,19.04,96.29,2.6,7.54,6.53,3.67,No,White,No,1,24,464977.7208,1
3605,491887.0762,1811.08,2.098724758,5,856.26,57.76,10,19.48,18.66,97.4,0.87,7.12,6.17,7.37,No,Blue,No,1,6,655635.0956,1
3606,310568.5287,794.37,3.36973666,3,398.39,15.58,5.79,40.27,26.83,98.66,1.72,4.8,2.83,1.49,Yes,Red,No,1,15,349112.5646,1
3609,668529.4837,1135.69,3.390717946,4,676.14,13.03,10,5.58,2.63,95.35,1.49,9.54,7.03,6.46,No,Red,No,1,9,515792.974,1
3610,410850.8706,1999.12,1.667224541,2,460.22,65.74,5.03,11.6,28.31,96,1.88,4.39,6.03,4.94,No,Yellow,No,1,25,500286.6337,1
3613,363115.9217,1495.54,2.657788845,4,102.09,12.7,10,67.64,7.68,97.47,2.75,7.21,2.56,4.23,No,Red,Yes,1,18,339426.4078,1
3615,463176.9846,1610.19,3.407147807,3,1107.22,46.55,7.74,61.03,15.19,91.51,0.67,3.69,3.17,0.52,No,Blue,Yes,1,8,336523.2209,1
3619,991274.4424,1901.93,5.444192013,4,674.85,15.8,9.83,13.78,3.5,94.65,0.3,9.32,10,10,Yes,Green,Yes,2,12,665393.7856,0
3621,467961.8684,565.46,2.443164133,5,207.62,30.3,8.15,96.94,2.29,99.9,1.2,7.78,6.09,5.71,No,Blue,No,1,16,786386.1217,1
3622,351117.6189,1113.09,1.384054153,3,857.27,6.19,8.07,30.43,9,91.8,1.75,5.81,10,10,No,Green,No,2,27,338082.4175,1
3624,279679.0263,1214.95,2.46267009,2,140.66,32.71,5.85,114.49,20.69,88.7,1.41,3.33,3.36,5.43,No,Red,No,1,19,395288.9434,1
3625,413003.9979,1378.36,2.99261047,2,980.86,33.12,7.52,16.68,30.58,97.9,1.57,4.12,3.62,8.41,No,Red,Yes,2,19,261751.2849,1
3627,420255.3959,613.33,2.989469818,4,970.35,21.63,7.67,106.31,6.59,94.72,1.51,9.3,5.4,4.07,No,White,No,1,10,351520.3975,1
3628,287178.9815,1213.2,5.163795942,3,107.47,20.09,10,102.07,5.07,99.9,1.35,6.99,0.84,3.03,No,Red,No,1,11,325960.1777,1
3629,583770.1028,1794.21,4.268789309,4,849.84,25.36,9.79,36.14,5.69,95.15,0.68,6.59,5.88,3.37,Yes,Blue,No,1,11,638723.1436,1
3631,419228.1018,736.06,1.924533119,4,643.32,38.98,8.98,99.69,1.62,94.83,0.9,5.86,4.36,5.75,Yes,Red,No,1,15,346984.9722,1
3634,931377.1891,1423.57,3.7360299,6,249.96,21.33,8.87,54.89,11.77,94.53,1.39,9.68,4.03,5.7,Yes,Red,No,1,15,959159.7878,1
3635,346404.9159,1309.44,3.732471763,3,898.41,8.15,7.36,116.31,31.67,89.49,0.99,4.63,6.67,4.34,No,Red,No,1,6,344268.6985,1
3639,333916.3553,1153.29,2.690064373,3,738.17,17.63,10,63.47,4.24,90.12,0.7,3.41,4.52,6.84,Yes,Green,Yes,1,5,355860.8904,1
3640,345571.5265,777.23,1.452926423,3,355.11,18.41,6.17,49.64,0.74,99.9,1.24,5.21,9.24,4.93,No,Blue,Yes,2,36,237423.5586,1
3641,519792.0075,1135.54,3.087382205,2,357.32,23.57,10,3.23,10.2,95.04,1.72,7.46,10,8.41,No,Red,No,1,10,365332.0548,1
3642,389898.0003,917.99,1,4,151.87,80.23,3.99,12.68,21.99,96.63,1.89,5.25,4.46,5.77,No,White,Yes,1,17,305963.3446,1
3643,301123.5065,1295.36,1.415277879,2,46.4,44.02,4.39,106.99,16.08,96.13,1.65,4.92,4.04,5.42,Yes,White,Yes,2,22,295860.602,1
3644,316635.7496,641.65,2.49578175,5,166.7,24.65,7.06,86.73,11.9,90.81,2.24,1.82,2.47,7.67,Yes,Green,Yes,1,12,383479.8799,0
3649,397944.8863,1625.51,2.074598464,4,523.63,22.55,8.29,51.93,21.55,91.87,1.04,9.46,4.87,5.28,No,Red,No,1,6,419205.0126,1
3651,600264.5963,2020.96,3.277315535,4,231.48,38.15,8.41,65.23,12.01,93.76,1.34,6.52,5.97,7.47,No,Blue,No,1,18,651688.5438,1
3652,281753.5547,1457.4,1.705154649,4,632.63,6.85,7.26,45.37,26.11,98.26,1.05,5.23,7.95,5.52,No,White,No,1,21,535063.6694,0
3654,340564.4614,550,3.704782277,3,223.2,63.46,7.31,11.13,6.11,99.9,1.38,6.23,3.76,5.9,No,Blue,No,1,14,342054.8606,1
3657,421588.8578,663.23,2.851278161,3,133.15,0.32,8.05,9.44,19.92,98.82,1.21,6.14,6.63,6.65,No,Blue,No,1,16,321990.6474,0
3658,290193.7822,1413.97,1.293677407,3,613.62,12.75,4.69,1.67,32.52,98.08,1.94,5.99,0.96,2.93,No,Red,Yes,2,47,316845.3768,0
3659,698889.7303,1069.97,3.006836638,5,281.48,14.14,10,15.74,8.6,91.46,1.38,7.59,9.64,8.88,No,Red,Yes,1,11,529077.9175,0
3669,383724.1186,1166.38,3.239547258,3,832.25,45.36,10,41.2,2.96,91.24,1.55,3.1,8.79,2.5,No,White,No,1,20,333860.0217,1
3672,426827.1371,1491.29,1.779273074,2,357.3,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,5.82,No,Yellow,No,1,9,425833.8266,1
3675,370439.3523,1501.25,1.622003903,3,80.27,45.34,5.89,47.35,18.87,89.56,2.24,3.33,3.11,4.82,No,Green,No,1,15,209625.9855,0
3678,610665.3734,1488.74,2.741183133,3,497.92,13.92,8.4,63.85,25.21,89.66,1.51,5.88,8.02,6.21,No,Blue,Yes,1,21,593371.5316,1
3679,288525.3515,1174.24,2.429968317,3,144.94,35.97,10,10.94,2.49,99.9,0.96,8.92,7.27,8.26,No,White,No,2,27,240029.3849,1
3680,308828.2779,550,1,1,289.02,32.45,3.59,67.49,43.93,85.43,2.1,0.6,3.6,5.25,Yes,Green,Yes,1,24,188276.7316,1
3684,406167.87,897.39,3.063063247,3,866.78,67.91,4.58,29.1,9.05,94.3,1.73,3.57,1.23,5.02,No,Red,Yes,1,11,273233.5507,1
3685,478728.7203,972.33,1.689928199,3,516.19,39.7,5.99,9.35,25,90.66,0.91,6.77,10,7.63,Yes,Yellow,Yes,1,18,701885.6443,1
3687,307135.0187,1928.68,2.366514313,3,301.85,22.35,8.03,57.05,19.88,99.9,0.93,6.93,10,7.86,No,Yellow,No,2,17,439322.9316,1
3691,453381.6964,1649.83,2.09443974,3,709.08,27.17,9.57,5.21,9.93,99.74,1.46,5.48,4.36,9.15,No,Green,No,1,12,456591.1292,1
3692,301378.5948,1115.75,2.317665663,2,381.71,39.5,5.37,40.24,8.35,91.07,1.23,4.88,6.98,8.32,Yes,Blue,Yes,2,20,150448.0183,1
3696,401616.0384,1324.19,2.356585355,4,912.02,16.72,8.52,77.4,2.66,97.41,2.72,5.55,3.91,5.31,Yes,Green,No,1,15,325920.1186,0
3699,507865.0294,1318.75,4.615556129,3,1087.95,10.35,7.8,80.64,23.86,93.67,1.53,4.25,9.3,8.66,No,Green,No,1,10,527541.4538,1
3701,294283.1239,1095.18,2.412933188,3,97.17,15.18,8.76,16.52,11.71,98.12,1.33,8.85,4.44,5.95,No,Red,Yes,1,11,226067.1732,1
3702,297256.5871,1047.06,1,3,621.55,23.45,6.44,61.2,35.56,99.9,1.36,4.85,7.13,4.26,No,White,Yes,2,29,178808.4069,1
3705,340383.2043,1446.91,4.076681514,2,259.84,16.16,6.3,40.89,2.57,92.82,0.73,5.94,7.5,8.17,Yes,Red,Yes,1,15,386291.2836,1
3708,551473.0718,1486.4,3.456311084,3,814.49,15.71,8.75,67.42,30.48,97.5,2.44,3.07,6.07,6.27,Yes,Red,No,1,11,452140.432,1
3709,343637.7017,904.28,2.204267787,3,193.62,68.72,8.69,40.06,0.97,93.38,1.73,6.47,7.14,4.64,Yes,Red,No,1,-3,223737.1883,0
3710,351210.4303,885.44,1,4,259.07,46.62,9.44,81.36,40.54,87.58,1.18,6.59,4.63,6.18,No,White,No,1,18,256246.1356,1
3711,313430.0109,1620.64,2.798519524,2,402.32,59.56,6.21,58.94,10.71,98.64,1.06,5.41,6.28,7.15,Yes,Yellow,Yes,1,12,262314.4785,1
3713,398329.3149,1119.09,1,3,525.71,5.43,10,56.01,24.92,95.73,1.69,6.47,8.43,4.65,Yes,White,No,2,28,334538.5261,1
3718,296999.248,667.3,1.898717562,3,671.66,29.01,2.71,118.18,9.62,95.57,1.62,2.13,6.47,5.46,Yes,Blue,No,2,28,240233.7596,1
3719,393769.5176,1728.37,3.703794345,2,892.69,38.83,5.11,1.28,1.26,86.4,2.05,1.5,5.06,6.62,No,Yellow,No,2,19,344195.7985,1
3721,327067.025,550,2.296302966,4,310.51,30.53,7.35,22.45,29.34,96.59,1.65,4.15,8.41,8.17,No,Green,Yes,2,27,345658.7636,0
3722,480393.3519,767.32,1.450274148,4,959.68,18.66,8.31,33.42,14.04,99.9,1.25,6.21,9.48,8.24,Yes,White,Yes,1,15,324320.0904,1
3723,484182.6847,1448.76,2.803462253,2,420.23,27.39,6.96,30.51,12.67,88.88,1.29,8.07,4.5,3.81,No,Blue,No,2,25,405357.3565,1
3724,735196.0247,2263.12,2.970268478,4,696.47,32.5,9.91,43.52,16.54,95.26,1.03,7.79,3.85,5.95,No,Green,Yes,1,16,710752.3884,1
3725,448083.1316,1140.1,2.052462704,3,520.12,38.79,10,74.82,17.84,85.8,0.71,8.16,7.39,8.4,No,White,Yes,1,19,253933.5267,1
3726,378592.8484,962.85,2.094497609,3,232.1,18,8.29,10.35,6.07,79.45,0.65,4.66,8.63,6.12,No,Red,No,1,14,211408.3297,1
3727,450940.4019,845.18,2.860898774,3,451.68,30,7.06,36.84,17.98,95.11,1.19,7.3,8.66,6.49,No,Yellow,No,1,23,317020.5206,1
3728,279061.4155,1433.13,2.179598459,3,273.31,42.44,5.97,49.66,36.27,86.05,2.14,4.41,2.93,2.41,No,Yellow,No,1,-1,283536.5648,1
3729,319396.2929,974.62,1,3,96.39,0.56,9.53,14.19,15.75,96.06,1.74,8.12,8.01,7.54,Yes,Blue,Yes,1,13,218180.5817,1
3731,374267.3556,1782.12,2.33232165,2,399.94,41.62,9.15,81.16,21.9,93.12,1.11,5.5,5.4,5.32,No,Yellow,No,1,16,419401.5648,1
3732,592878.0164,1539.17,3.217609257,4,447.32,58.9,6.1,21.72,9.73,91.36,0.93,8.1,0.54,1.44,No,Yellow,No,2,38,1029854.544,1
